last_name_first_name,player_id,year,p_formatted_ip,pa,strikeout,k_percent,bb_percent,p_era,barrel_batted_rate,hard_hit_percent,whiff_percent,swing_percent
"Gallegos, Giovanny",606149,2021,80.1,310,95,30.6,6.5,3.02,10.1,38.6,34.6,51.5
"Bieber, Shane",669456,2022,200,791,198,25,4.6,2.88,7.2,43.1,29.7,49.7
"Lynn, Lance",458681,2019,208.1,875,246,28.1,6.7,3.67,6.5,33.8,28.5,49
"Mikolas, Miles",571945,2022,202.1,805,153,19,4.8,3.29,7,36,18.7,48.9
"Stroman, Marcus",573186,2022,138.2,569,119,20.9,6.3,3.5,6.6,40.7,22.4,45.9
"Pivetta, Nick",601713,2021,155,661,175,26.5,9.8,4.53,8.2,40.4,24.6,48.1
"Houser, Adrian",605288,2025,125,518,92,17.8,7.3,3.31,6.1,47.6,18.1,49.6
"Anderson, Chase",502624,2019,139,592,124,20.9,8.4,4.21,7.3,32.9,23.5,49.8
"Yarbrough, Ryan",642232,2023,89.2,376,67,17.8,3.5,4.52,6.6,29.2,22.8,51.5
"Keller, Mitch",656605,2025,176.1,749,150,20,6.8,4.19,7.8,43.8,20.6,48.5
"Keuchel, Dallas",572971,2021,162,720,95,13.2,8.2,5.28,9,39.8,21.1,44.2
"Cannon, Jonathan",686563,2025,103.2,466,86,18.5,8.2,5.82,10.8,45.4,21.4,48.4
"Castillo, Luis",622491,2024,175.1,719,175,24.3,6.5,3.64,8.5,41.9,25.9,50.6
"Berríos, José",621244,2022,172,753,149,19.8,6,5.23,9.6,43.8,21.3,48.6
"Smyly, Drew",592767,2019,114,514,120,23.3,10.7,6.24,10.5,38.6,25.9,44.5
"Sears, JP",676664,2024,180.2,758,137,18.1,6.5,4.38,10.2,40.2,21.8,48.7
"Cashner, Andrew",488768,2019,150,636,108,17,9.1,4.68,8.3,41,22.5,45.3
"Kremer, Dean",665152,2024,129.2,553,123,22.2,9.2,4.1,9.9,35.4,23.3,46.2
"Cortes, Nestor",641482,2021,93,374,103,27.5,6.7,2.9,7.4,36.1,23.6,48.3
"Keuchel, Dallas",572971,2019,112.2,487,91,18.7,8,3.75,8,38.5,21.4,45.7
"Rodriguez, Eduardo",593958,2023,152.2,621,143,23,7.7,3.3,7.8,38.5,23.8,47.8
"Alexander, Tyler",641302,2021,106.1,451,87,19.3,6.2,3.81,8.4,39.2,20,50
"Spiers, Carson",686730,2024,90.2,410,80,19.5,6.6,5.46,10.4,38.9,21.4,48
"Cease, Dylan",656302,2022,184,747,227,30.4,10.4,2.2,6.2,31.2,33.3,47.3
"Peralta, Freddy",642547,2019,85,382,115,30.1,9.7,5.29,10.7,38.6,29.3,49.3
"Font, Wilmer",521655,2019,84.1,357,95,26.6,8.4,4.48,10.9,38.4,27.6,48.7
"Crochet, Garrett",676979,2024,146,595,209,35.1,5.5,3.58,9.2,38.8,33.1,53.2
"Wood, Alex",622072,2021,138.2,585,152,26,6.7,3.83,5.3,40.5,27.6,47.5
"Bradley, Taj",671737,2025,142.2,605,127,21,9.3,5.05,7.4,39.9,23.6,48.3
"Heaney, Andrew",571760,2024,160,693,159,22.9,5.9,4.28,8.4,40.1,26.3,50.3
"Cobb, Alex",502171,2021,93.1,393,98,24.9,8.4,3.76,4.3,37.5,26.5,44.7
"Anderson, Chase",502624,2023,86.1,372,64,17.2,8.9,5.42,8.2,31.7,21.6,46.2
"Luzardo, Jesús",666200,2021,95.1,437,98,22.4,11,6.61,10.1,39,29.9,47
"Avila, Pedro",658648,2024,82.2,353,82,23.2,10.2,3.81,5.2,41.6,25,46.4
"Germán, Domingo",593334,2023,108.2,444,114,25.7,7.7,4.56,9.7,41.4,30.3,50.9
"Alzolay, Adbert",640470,2021,125.2,519,128,24.7,6.6,4.58,9.9,38.1,27.2,49.3
"Woods Richardson, Simeon",680573,2025,111.1,471,107,22.7,9.8,4.04,11.4,41.6,24.1,48
"Flaherty, Jack",656427,2025,161,681,188,27.6,8.7,4.64,10.3,43.8,27.3,45.6
"Montgomery, Jordan",656756,2022,178.1,724,158,21.8,5,3.48,7.1,37.5,27.5,50.6
"Boyd, Matthew",571510,2025,179.2,718,154,21.4,5.8,3.21,9,38,23.1,51.5
"Bradford, Cody",674003,2024,76.1,308,70,22.7,4.2,3.54,8.9,34.8,23.6,49.1
"McKenzie, Triston",663474,2022,191.1,741,190,25.6,5.9,2.96,9.8,40.6,26.8,52.7
"Steele, Justin",657006,2024,134.2,555,135,24.3,6.7,3.07,4.2,33.2,23.7,51.5
"Kim, Kwang Hyun",547942,2021,106.2,452,80,17.7,8.6,3.46,7,35.9,22,44.1
"Skubal, Tarik",669373,2025,195.1,748,241,32.2,4.4,2.21,8.1,33,32.5,54.8
"Casparius, Ben",676508,2025,77.2,333,71,21.3,6.3,4.64,7.1,31.9,27.6,49.7
"Keller, Mitch",656605,2021,100.2,470,92,19.6,10.4,6.17,6.8,47.5,20.7,46.1
"Corbin, Patrick",571578,2023,180,790,124,15.7,7.2,5.2,9.3,44,21.4,45.7
"Hendricks, Kyle",543294,2020,81.1,315,64,20.3,2.5,2.88,4.6,32,24.9,49.8
"Wheeler, Zack",554430,2021,213.1,849,247,29.1,5.4,2.78,4.6,28.5,26.8,51.9
"Guerra, Junior",448855,2019,83.2,344,77,22.4,10.5,3.55,7,29.4,26.1,46.8
"Williams, Gavin",668909,2024,76,332,79,23.8,9.6,4.86,6.9,44,24.8,49.2
"Rodríguez, Dereck",605446,2019,99,439,71,16.2,8.2,5.64,7.5,36.2,21,45.7
"Means, John",607644,2019,155,637,121,19,6,3.6,7.3,30.7,22.1,48
"Henry, Tommy",674072,2023,89,381,64,16.8,9.2,4.15,7.6,32.4,22.3,48.7
"Civale, Aaron",650644,2021,124.1,498,99,19.9,6.2,3.84,8.2,39.3,21.4,47.4
"Davies, Zach",605200,2019,159.2,672,102,15.2,7.6,3.55,7.9,33.3,17.3,43.7
"Rea, Colin",607067,2024,167.2,714,135,18.9,6,4.29,8.8,42,19.3,46.8
"Fedde, Erick",607200,2021,133.1,590,128,21.7,8.1,5.47,9.3,40.6,22.1,44.9
"Yamamoto, Yoshinobu",808967,2024,90,368,105,28.5,6,3,8.4,41.3,27,48.3
"Syndergaard, Noah",592789,2019,197.2,824,202,24.5,5.9,4.28,5.4,31.2,26.9,50.8
"Flaherty, Jack",656427,2024,162,649,194,29.9,5.9,3.17,8,35.9,32.1,46.2
"Espino, Paolo",502179,2021,109.2,455,92,20.2,5.5,4.27,11.6,43.3,20.3,46.1
"Irvin, Cole",608344,2021,178.1,768,125,16.3,5.5,4.24,7.3,39.3,19.5,52
"Soroka, Michael",647336,2019,174.2,701,142,20.3,5.8,2.68,5.6,37.5,22.9,48.8
"Kikuchi, Yusei",579328,2022,100.2,454,124,27.3,12.8,5.19,14.9,47.9,31,47.5
"Sparkman, Glenn",642098,2019,136,606,81,13.4,6.8,6.02,8.3,41.8,17.1,47.9
"López, Pablo",641154,2021,102.2,418,115,27.5,6.2,3.07,7.4,33.3,25.7,50.8
"Latz, Jacob",656641,2025,85.2,348,76,21.8,10.6,2.84,6.4,42.6,29.4,49.2
"Kershaw, Clayton",477132,2019,178.1,706,189,26.8,5.8,3.03,7.8,34.1,27.7,51.3
"Lyles, Jordan",543475,2019,141,599,146,24.4,9.2,4.15,9.2,41.3,24,47.4
"Toussaint, Touki",657053,2023,87,384,85,22.1,14.8,4.97,7.7,39.6,25.2,40.1
"Akin, Keegan",669211,2022,81.2,329,77,23.4,6.1,3.2,6.6,37.4,26,53
"Odorizzi, Jake",543606,2019,159,658,178,27.1,8.1,3.51,8.5,36.2,27.7,49.2
"Hjelle, Sean",663546,2024,80.2,337,75,22.3,4.2,3.9,5.3,37.4,21.4,45.2
"Cole, Gerrit",543037,2023,209,821,222,27,5.8,2.63,7.6,39.2,26.2,50.1
"Severino, Luis",622663,2022,102,405,112,27.7,7.4,3.18,7,41.6,27.8,49.2
"Bradley, Taj",671737,2024,138,578,154,26.6,8.1,4.11,10.2,42.9,27.4,50.7
"Gausman, Kevin",592332,2019,102.1,451,114,25.3,7.1,5.72,8.9,36.5,30.2,53.1
"Gray, Jon",592351,2024,102.2,439,86,19.6,6.4,4.47,8.7,42.2,23.8,51.6
"Senzatela, Antonio",622608,2021,156.2,670,105,15.7,4.8,4.42,5.9,42.7,19.7,48.1
"Glasnow, Tyler",607192,2023,120,485,162,33.4,7.6,3.53,11.7,44.6,35.4,48.6
"DeSclafani, Anthony",543101,2019,166.2,696,167,24,7,3.89,8,38.7,23.6,48.1
"Allen, Logan",671106,2024,97.1,432,79,18.3,9.5,5.73,11.4,46.4,21.2,45
"Lugo, Seth",607625,2024,206.2,836,181,21.7,5.7,3,8,39,22.5,46.7
"Burnes, Corbin",669203,2024,194.1,784,181,23.1,6.1,2.92,6.7,31.6,28.6,48.8
"Greene, Hunter",668881,2025,107.2,420,132,31.4,6.2,2.76,9.7,45,31.4,53.4
"Brubaker, JT",664141,2022,144,646,147,22.8,8.4,4.69,7.6,41.3,27.6,46.4
"Priester, Quinn",682990,2025,157.1,653,132,20.2,7.7,3.32,7.4,39.4,24.5,46.2
"Lodolo, Nick",666157,2025,156.2,642,156,24.3,4.8,3.33,8.2,40.5,27.5,50
"Liberatore, Matthew",669461,2024,86,358,76,21.2,7.8,4.4,7.2,38.6,25.1,52.1
"Houser, Adrian",605288,2023,111.1,481,96,20,7.1,4.12,7.1,46.3,18.7,45.2
"Giolito, Lucas",608337,2022,161.2,698,177,25.4,8.7,4.9,7.5,39,28.5,47.4
"Woodruff, Brandon",605540,2021,179.1,708,211,29.8,6.1,2.56,5.8,32.7,28.2,51.1
"Lively, Ben",594902,2023,88.2,383,79,20.6,6.5,5.38,8.4,36.2,20.7,45.4
"Verlander, Justin",434378,2022,175,666,185,27.8,4.4,1.75,6.3,34.8,24.2,53.7
"Leiter, Jack",683004,2025,151.2,646,148,22.9,10.4,3.86,10.8,43.9,24.3,47.8
"Stratton, Chris",608717,2019,76,344,69,20.1,9.6,5.57,6,34.7,24.2,48
"Maeda, Kenta",628317,2019,153.2,624,169,27.1,8.2,4.04,6,28.7,32.4,48.9
"Richards, Trevor",670950,2019,135.1,580,127,21.9,9.7,4.06,6.9,34.7,26.3,49
"Gallen, Zac",668678,2023,210,846,220,26,5.6,3.47,9.2,46.2,26.4,47.2
"Williams, Trevor",592866,2019,145.2,636,113,17.8,6.9,5.38,9.2,35.6,22.2,50.3
"Curry, Xzavion",675540,2023,95,404,67,16.6,7.4,4.07,7.5,45.2,20.8,48.9
"Sánchez, Cristopher",650911,2023,99.1,396,96,24.2,4,3.44,8.2,40.2,26.4,48.2
"Lambert, Peter",663567,2023,87.1,375,71,18.9,7.5,5.36,11.1,45.8,21.6,47.5
"Severino, Luis",622663,2023,89.1,417,79,18.9,8.2,6.65,10.4,45,20.8,51.5
"Lauer, Eric",641778,2025,104.2,426,102,23.9,6.1,3.18,8.1,41.9,23.7,48.7
"Musgrove, Joe",605397,2022,181,740,184,24.9,5.7,2.93,6,32.5,25.5,46.5
"Smith, Cade",671922,2024,75.1,289,103,35.6,5.9,1.91,8.4,42.8,30.2,49.9
"Dollander, Chase",801403,2025,98,441,82,18.6,11.1,6.52,11.5,40.5,22.9,47
"Bailey, Homer",456701,2019,163.1,696,149,21.4,7.6,4.57,6.2,39.5,24.3,48.5
"Stroman, Marcus",573186,2021,179,729,158,21.7,5.9,3.02,6.6,42,26.8,48.5
"Littell, Zack",641793,2023,90,379,74,19.5,3.2,4.1,8.4,41.9,21,53.4
"Kirby, George",669923,2023,190.2,757,172,22.7,2.5,3.35,7.5,40.9,22.9,54.5
"Senga, Kodai",673540,2023,166.1,694,202,29.1,11.1,2.98,6.9,40.6,29.7,45.2
"Nola, Aaron",605400,2024,199.1,820,197,24,6.1,3.57,7.2,38.2,25.2,48.6
"Civale, Aaron",650644,2023,122.1,504,116,23,6.5,3.46,6.6,36.4,22.7,46.9
"Freeland, Kyle",607536,2025,162.2,709,124,17.5,5.4,4.98,9.4,47.3,21,51.3
"Cabrera, Edward",665795,2024,96.1,417,107,25.7,11.8,4.95,8.6,45.7,28,45.5
"Holmes, Clay",605280,2025,165.2,708,129,18.2,9.3,3.53,6.8,42.3,22.1,44.8
"Pallante, Andre",669467,2025,162.2,715,111,15.5,8.7,5.31,6.6,39.9,22.3,45.9
"Kirby, George",669923,2024,191,778,179,23,3,3.53,8.1,36.3,24.1,53.4
"Skubal, Tarik",669373,2024,192,753,228,30.3,4.6,2.39,6.7,33.9,31.9,51.8
"Ragans, Cole",666142,2024,186.1,762,223,29.3,8.8,3.14,6.2,35.4,32,48.9
"Vásquez, Randy",681190,2024,98,431,62,14.4,6.7,4.87,8.7,39.6,18.9,49.7
"Castillo, Luis",622491,2023,197,802,219,27.3,7,3.34,9.4,41.8,30.6,52.1
"Muller, Kyle",666205,2023,77,372,56,15.1,10.5,7.6,10.9,49.6,21.2,48.4
"Ragans, Cole",666142,2023,96,392,113,28.8,10.5,3.47,6.4,36.9,31,49.4
"Assad, Javier",665871,2024,147,638,124,19.4,9.9,3.73,8.8,39.8,17.9,42.5
"Keller, Mitch",656605,2023,194.1,825,210,25.5,6.7,4.21,8.6,35.6,23.2,47.8
"Berríos, José",621244,2023,189.2,782,184,23.5,6.6,3.65,8.6,35.8,25.5,46.5
"Ryan, Joe",657746,2022,147,604,151,25,7.8,3.55,8.6,35.4,25.6,51
"Syndergaard, Noah",592789,2022,134.2,565,95,16.8,5.5,3.94,7.8,34,20.2,49.9
"Greene, Hunter",668881,2023,112,498,152,30.5,9.6,4.82,9,44.1,30.7,49.2
"Woo, Bryan",693433,2023,87.2,371,93,25.1,8.4,4.21,6.3,33.8,28.1,50.9
"Paddack, Chris",663978,2019,140.2,568,153,26.9,5.5,3.33,7.7,32.5,24.7,52.4
"Alcantara, Sandy",645261,2023,184.2,762,151,19.8,6.3,4.14,7,40.6,25.4,54.2
"Freeland, Kyle",607536,2023,155.2,677,94,13.9,6.2,5.03,8.7,43.5,17.2,51
"Wilson, Bryse",669060,2023,76.2,314,61,19.4,7,2.58,7,35.8,18.5,48.7
"Horton, Cade",690990,2025,118,476,97,20.4,6.9,2.67,10.1,41.3,25.8,48.6
"Cecconi, Slade",677944,2024,77,338,64,18.9,5,6.66,10.3,36.4,19.6,49
"Bibee, Tanner",676440,2023,142,585,141,24.1,7.7,2.98,6.1,38.1,26.3,47.2
"Yamamoto, Yoshinobu",808967,2025,173.2,684,201,29.4,8.6,2.49,5.7,39.7,28.9,46.7
"Suarez, José",660761,2022,109,462,103,22.3,7.1,3.96,8.4,38.2,24.6,51.1
"Manaea, Sean",640455,2021,179.1,754,194,25.7,5.4,3.91,8,41.2,27.1,51.5
"Warren, Will",701542,2025,162.1,711,171,24.1,9.1,4.44,10.9,45.3,24.6,42.8
"Kershaw, Clayton",477132,2022,126.1,493,137,27.8,4.7,2.28,4.3,33.2,29.1,50.8
"Sánchez, Cristopher",650911,2024,181.2,754,153,20.3,5.8,3.32,5.4,34.5,24.3,51.6
"Price, David",456034,2019,107.1,458,128,27.9,7,4.28,8.8,38.3,26,48
"Barria, Jaime",642545,2022,79.1,316,54,17.1,6,2.61,10,35.8,23.3,51.2
"Pivetta, Nick",601713,2023,142.2,587,183,31.2,8.5,4.04,11.8,43.8,29.6,48.9
"Bieber, Shane",669456,2020,77.1,297,122,41.1,7.1,1.63,7.4,43.1,40.7,46.7
"Wright, Kyle",657140,2022,180.1,738,174,23.6,7.2,3.19,6.8,41.1,26.5,48.8
"Nola, Aaron",605400,2021,180.2,749,223,29.8,5.2,4.63,7.1,37.4,27.9,49.2
"Stroman, Marcus",573186,2024,154.2,675,113,16.7,8.9,4.31,6.8,40.2,20.4,43.9
"Gibson, Kyle",502043,2019,160,706,160,22.7,7.9,4.84,8.1,37.8,29.3,46.6
"Hill, Rich",448179,2022,124.1,526,109,20.7,7,4.27,8.3,34,22,47.4
"Buehler, Walker",621111,2024,75.1,344,64,18.6,8.1,5.38,7,37.8,19.4,45.4
"Bird, Jake",656234,2023,89.1,381,77,20.2,7.1,4.33,8.1,43.7,21.1,45.6
"McClanahan, Shane",663556,2022,166.1,640,194,30.3,5.8,2.54,6.4,32.6,34.3,49.5
"Sugano, Tomoyuki",608372,2025,157,675,106,15.7,5.3,4.64,11.8,39.8,18.5,47
"Darvish, Yu",506433,2024,81.2,331,78,23.6,6.6,3.31,7.5,39.9,25.6,51.5
"López, Pablo",641154,2022,180,736,174,23.6,7.2,3.75,9,35.1,28.2,49.6
"Gore, MacKenzie",669022,2024,166.1,731,181,24.8,8.9,3.9,6.8,38.1,28.6,50.4
"Fedde, Erick",607200,2024,177.1,726,154,21.2,7.2,3.3,7.6,37.7,21.6,45.5
"Peralta, Freddy",642547,2025,176.2,723,204,28.2,9.1,2.7,9.3,34.5,30.1,46.9
"Gausman, Kevin",592332,2025,193,775,189,24.4,6.5,3.59,8.5,41.4,26.4,51.6
"Norris, Daniel",596057,2019,144.1,610,125,20.5,6.2,4.49,9.5,43.3,23.1,47.6
"Otto Jr., Glenn",657248,2022,135.2,587,107,18.2,10.6,4.64,9,38.1,23.1,45.2
"Ynoa, Huascar",660623,2021,91,372,100,26.9,6.7,4.05,9.1,43.6,28.8,47.6
"Cortes, Nestor",641482,2022,158.1,615,163,26.5,6.2,2.44,5.3,34.7,24.5,50.5
"Crawford, Kutter",676710,2023,129.1,527,135,25.6,6.8,4.04,7.7,35.3,26.8,52.4
"Holton, Tyler",663947,2025,78.2,312,64,20.5,5.4,3.66,8.2,37.7,24.6,47.6
"Márquez, Germán",608566,2021,180,756,176,23.3,8.5,4.4,5.3,39.3,27.2,47.8
"Ryan, Joe",657746,2024,135,538,147,27.3,4.3,3.6,8.6,36.6,26.6,50.9
"Singer, Brady",663903,2025,169.2,716,163,22.8,8.4,4.03,9.4,40.7,24,44.4
"Woodruff, Brandon",605540,2019,121.2,493,143,29,6.1,3.62,4.4,30.2,25.5,51.3
"Gibson, Kyle",502043,2021,182,754,155,20.6,8.5,3.71,4.9,39.1,25.2,44.8
"Herget, Jimmy",623474,2025,83.1,347,81,23.3,7.5,2.48,7.3,39.1,26.9,46.6
"Matz, Steven",571927,2019,160.1,691,153,22.1,7.5,4.21,9.3,38.6,22.9,46.6
"Luzardo, Jesús",666200,2023,178.2,741,208,28.1,7.4,3.58,9.6,40,31.4,48.6
"Brown, Hunter",686613,2024,170,712,179,25.1,8.4,3.49,4.5,30.3,25.1,46.3
"López, Pablo",641154,2023,194,801,234,29.2,6,3.66,6.3,34.8,30.3,51.7
"Pérez, Martín",527048,2019,165.1,737,135,18.3,9.1,5.12,5.7,29.7,21.7,49
"Pivetta, Nick",601713,2024,145.2,595,172,28.9,6.1,4.14,10.2,38.9,25.6,50.3
"Gray, Sonny",543243,2023,184,754,183,24.3,7.3,2.79,6.9,39.2,26.1,47.7
"France, J.P.",641585,2023,136.1,581,101,17.4,8.1,3.83,8.1,38.7,21.9,44.9
"Eovaldi, Nathan",543135,2023,144,577,132,22.9,8.1,3.63,7.9,43.1,26.4,47.8
"Fried, Max",608331,2019,165.2,702,173,24.6,6.7,4.02,4.8,39.1,26,47.4
"Eovaldi, Nathan",543135,2024,170.2,696,166,23.9,6,3.8,7.7,42.6,26.8,52.2
"Canning, Griffin",656288,2023,127,536,139,25.9,6.7,4.32,10.3,44.2,29.1,48.4
"Paxton, James",572020,2023,96,411,101,24.6,8,4.5,9.2,39.9,27.6,50
"Clevinger, Mike",605182,2023,131.1,549,110,20,7.3,3.77,7.2,35.9,23.2,49.1
"Peterson, David",656849,2025,168.2,723,150,20.7,9,4.22,6.4,46,24,46.8
"Kershaw, Clayton",477132,2021,121.2,488,144,29.5,4.3,3.55,6.9,37.3,34.7,50.7
"Ramírez, Erasmo",541640,2022,86.1,347,61,17.6,4,2.92,4.9,36.1,21.4,51.6
"Mikolas, Miles",571945,2023,201.1,860,137,15.9,4.5,4.78,9.8,43,16.7,49.7
"Abbott, Andrew",671096,2024,138,586,114,19.5,8.9,3.72,9.4,33.5,22.6,47.6
"deGrom, Jacob",594798,2021,92,324,146,45.1,3.4,1.08,6.6,36.7,41.7,55.7
"Buehler, Walker",621111,2019,182.1,737,215,29.2,5,3.26,5.9,36.4,26.8,50.3
"Gonsolin, Tony",664062,2023,103,435,82,18.9,9.2,4.98,11.4,41.8,21.5,49.4
"Quantrill, Cal",615698,2023,99.2,444,58,13.1,7.9,5.24,8.5,39.2,18.9,47
"Gausman, Kevin",592332,2022,174.2,725,205,28.3,3.9,3.35,8.1,38.5,29.4,55.9
"Stripling, Ross",548389,2021,101.1,431,94,21.8,7,4.8,10.3,40.3,24.1,47.3
"Zimmermann, Jordan",519455,2019,112,504,82,16.3,5,6.91,10.5,38.4,20.3,46.8
"Paxton, James",572020,2024,100.1,437,73,16.7,11.4,4.4,8,43.1,21.1,47.2
"Gibson, Kyle",502043,2024,169.2,722,151,20.9,9.4,4.24,9.3,39.1,25.9,42.9
"Montgomery, Jordan",656756,2023,188.2,777,166,21.4,6.2,3.2,7.5,37.9,26,47.6
